leaid,zip,state,county_fips,lat,lon
3000003,59427,MT,30035,48.705671,-112.990502
3000004,59427,MT,30035,48.705671,-112.990502
3000005,59601,MT,30049,47.122133,-112.382954
3000006,59317,MT,30075,45.40889,-105.555259
3000007,59351,MT,30075,45.40889,-105.555259
3000008,59003,MT,30087,46.161734,-106.701953
3000009,59725,MT,30001,45.133863,-112.892869
3000010,59034,MT,30003,45.407869,-107.518163
3000011,59523,MT,30005,48.428282,-108.967648
3000012,59523,MT,30005,48.428282,-108.967648
3000013,59644,MT,30007,46.334476,-111.496103
3000014,59068,MT,30009,45.224475,-109.028551
3000015,59324,MT,30011,45.516825,-104.515324
3000016,59401,MT,30013,47.316443,-111.350571
3000017,59401,MT,30013,47.316443,-111.350571
3000018,59442,MT,30015,47.886837,-110.436189
3000019,59301,MT,30017,46.261481,-105.550508
3000020,59301,MT,30017,46.261481,-105.550508
3000021,59263,MT,30019,48.794429,-105.541739
3000022,59254,MT,30091,48.705523,-104.533913
3000023,59330,MT,30021,47.272425,-104.901027
3000024,59330,MT,30021,47.272425,-104.901027
3000025,59711,MT,30023,46.099059,-113.139108
3000026,59313,MT,30025,46.318184,-104.405718
3000028,59457,MT,30027,47.222997,-109.22328
3000029,59457,MT,30027,47.222997,-109.22328
3000030,59901,MT,30029,48.314696,-114.054319
3000031,59901,MT,30029,48.314696,-114.054319
3000032,59715,MT,30031,45.535559,-111.173443
3000033,59714,MT,30031,45.535559,-111.173443
3000034,59337,MT,30033,47.281174,-106.982212
3000035,59427,MT,30035,48.705671,-112.990502
3000036,59074,MT,30037,46.380624,-109.174586
3000037,59858,MT,30039,46.395358,-113.425683
3000038,59501,MT,30041,48.628331,-110.106372
3000039,59632,MT,30043,46.126557,-112.056771
3000041,59479,MT,30045,47.032558,-110.30532
3000042,59860,MT,30047,47.642901,-114.083687
3000044,59601,MT,30049,47.122133,-112.382954
3000045,59635,MT,30049,47.122133,-112.382954
3000046,59522,MT,30051,48.559654,-111.036924
3000047,59923,MT,30053,48.542232,-115.404343
3000048,59755,MT,30057,45.319288,-111.917328
3000049,59215,MT,30055,47.629628,-105.757222
3000050,59645,MT,30059,46.585706,-110.921781
3000051,59872,MT,30061,47.155213,-115.06455
3000052,59802,MT,30063,47.027263,-113.892681
3000053,59808,MT,30063,47.027263,-113.892681
3000054,59072,MT,30065,46.505665,-108.436982
3000055,59047,MT,30067,45.421905,-110.532798
3000056,59047,MT,30067,45.421905,-110.532798
3000057,59087,MT,30069,47.141917,-108.226575
3000058,59538,MT,30071,48.250155,-107.928833
3000059,59425,MT,30073,48.230312,-112.219928
3000060,59425,MT,30073,48.230312,-112.219928
3000062,59317,MT,30075,45.40889,-105.555259
3000063,59317,MT,30075,45.40889,-105.555259
3000064,59722,MT,30077,46.844225,-112.9311
3000065,59722,MT,30077,46.844225,-112.9311
3000066,59349,MT,30079,46.852434,-105.375808
3000067,59840,MT,30081,46.079298,-114.119065
3000068,59870,MT,30081,46.079298,-114.119065
3000069,59270,MT,30083,47.785513,-104.563387
3000070,59218,MT,30085,48.282747,-104.99517
3000071,59201,MT,30085,48.282747,-104.99517
3000072,59327,MT,30087,46.161734,-106.701953
3000073,59873,MT,30089,47.756469,-115.180225
3000074,59873,MT,30089,47.756469,-115.180225
3000075,59254,MT,30091,48.705523,-104.533913
3000076,59701,MT,30093,45.895959,-112.660222
3000077,59019,MT,30095,45.663496,-109.391751
3000078,59019,MT,30095,45.663496,-109.391751
3000079,59011,MT,30097,45.81306,-109.941312
3000080,59422,MT,30099,47.819035,-112.281725
3000081,59474,MT,30101,48.645052,-111.733493
3000082,59038,MT,30103,46.209636,-107.280493
3000083,59230,MT,30105,48.365713,-106.687883
3000084,59036,MT,30107,46.497047,-109.857147
3000085,59353,MT,30109,46.962866,-104.274466
3000086,59107,MT,,,
3000087,59088,MT,30111,45.936987,-108.276656
3000088,59044,MT,30111,45.936987,-108.276656
3000090,59853,MT,30089,47.756469,-115.180225
3000091,59601,MT,30049,47.122133,-112.382954
3000093,59444,MT,30051,48.559654,-111.036924
3000094,59936,MT,30029,48.314696,-114.054319
3000095,59043,MT,30087,46.161734,-106.701953
3000096,59540,MT,30041,48.628331,-110.106372
3000097,59540,MT,30041,48.628331,-110.106372
3000098,59522,MT,30051,48.559654,-111.036924
3000099,59448,MT,30073,48.230312,-112.219928
3000100,59405,MT,30013,47.316443,-111.350571
3000101,59522,MT,30051,48.559654,-111.036924
3000102,59433,MT,30099,47.819035,-112.281725
3000103,59624,MT,,,
3000104,59601,MT,30049,47.122133,-112.382954
3000105,59106,MT,30111,45.936987,-108.276656
3000106,59604,MT,,,
3000107,59701,MT,30093,45.895959,-112.660222
3000652,59632,MT,30043,46.126557,-112.056771
3000653,59620,MT,,,
3000654,59730,MT,30031,45.535559,-111.173443
3000932,59018,MT,30067,45.421905,-110.532798
3000933,59018,MT,30067,45.421905,-110.532798
3001710,59001,MT,30095,45.663496,-109.391751
3001740,59001,MT,30095,45.663496,-109.391751
3001860,59820,MT,30061,47.155213,-115.06455
3001950,59311,MT,30011,45.516825,-104.515324
3001980,59741,MT,30031,45.535559,-111.173443
3002010,59711,MT,30023,46.099059,-113.139108
3002030,59711,MT,30023,46.099059,-113.139108
3002070,59718,MT,30031,45.535559,-111.173443
3002220,59821,MT,30047,47.642901,-114.083687
3002250,59821,MT,30047,47.642901,-114.083687
3002300,59047,MT,30067,45.421905,-110.532798
3002430,59410,MT,30049,47.122133,-112.382954
3002450,59410,MT,30049,47.122133,-112.382954
3002490,59648,MT,30049,47.122133,-112.382954
3002550,59713,MT,30077,46.844225,-112.9311
3002570,59032,MT,30027,47.222997,-109.22328
3002640,59212,MT,30085,48.282747,-104.99517
3002730,59313,MT,30025,46.318184,-104.405718
3002820,59631,MT,30043,46.126557,-112.056771
3002850,59901,MT,30029,48.314696,-114.054319
3003000,59523,MT,30005,48.428282,-108.967648
3003090,59725,MT,30001,45.133863,-112.892869
3003270,59008,MT,30009,45.224475,-109.028551
3003290,59714,MT,30031,45.535559,-111.173443
3003330,59714,MT,30031,45.535559,-111.173443
3003420,59412,MT,30013,47.316443,-111.350571
3003450,59412,MT,30013,47.316443,-111.350571
3003480,59440,MT,30015,47.886837,-110.436189
3003600,59314,MT,30075,45.40889,-105.555259
3003660,59025,MT,30003,45.407869,-107.518163
3003750,59520,MT,30015,47.886837,-110.436189
3003800,59011,MT,30097,45.81306,-109.941312
3003820,59911,MT,30029,48.314696,-114.054319
3003840,59911,MT,30029,48.314696,-114.054319
3003870,59101,MT,30111,45.936987,-108.276656
3003900,59101,MT,30111,45.936987,-108.276656
3003990,59012,MT,30087,46.161734,-106.701953
3004050,59523,MT,30005,48.428282,-108.967648
3004200,59315,MT,30021,47.272425,-104.901027
3004230,59101,MT,30111,45.936987,-108.276656
3004260,59823,MT,30063,47.027263,-113.892681
3004380,59632,MT,30043,46.126557,-112.056771
3004440,59521,MT,30041,48.628331,-110.106372
3004500,59521,MT,30041,48.628331,-110.106372
3004560,59715,MT,30031,45.535559,-111.173443
3004590,59715,MT,30031,45.535559,-111.173443
3004800,59014,MT,30009,45.224475,-109.028551
3004860,59317,MT,30075,45.40889,-105.555259
3004890,59015,MT,30111,45.936987,-108.276656
3004920,59015,MT,30111,45.936987,-108.276656
3004980,59644,MT,30007,46.334476,-111.496103
3005010,59213,MT,30085,48.282747,-104.99517
3005040,59213,MT,30085,48.282747,-104.99517
3005130,59270,MT,30083,47.785513,-104.563387
3005140,59417,MT,30035,48.705671,-112.990502
3005190,59417,MT,30035,48.705671,-112.990502
3005280,59701,MT,30093,45.895959,-112.660222
3005310,59701,MT,30093,45.895959,-112.660222
3005330,59419,MT,30099,47.819035,-112.281725
3005460,59101,MT,30111,45.936987,-108.276656
3005550,59721,MT,30057,45.319288,-111.917328
3005610,59324,MT,30011,45.516825,-104.515324
3005760,59420,MT,30015,47.886837,-110.436189
3005850,59487,MT,30013,47.316443,-111.350571
3005880,59421,MT,30013,47.316443,-111.350571
3005910,59421,MT,30013,47.316443,-111.350571
3005990,59901,MT,30029,48.314696,-114.054319
3006030,59935,MT,30053,48.542232,-115.404343
3006110,59865,MT,30047,47.642901,-114.083687
3006112,59824,MT,30047,47.642901,-114.083687
3006115,59824,MT,30047,47.642901,-114.083687
3006260,59523,MT,30005,48.428282,-108.967648
3006270,59523,MT,30005,48.428282,-108.967648
3006320,59422,MT,30099,47.819035,-112.281725
3006330,59422,MT,30099,47.819035,-112.281725
3006790,59215,MT,30055,47.629628,-105.757222
3006810,59215,MT,30055,47.629628,-105.757222
3006840,59634,MT,30043,46.126557,-112.056771
3006870,59825,MT,30063,47.027263,-113.892681
3007030,59322,MT,30033,47.281174,-106.982212
3007050,59323,MT,30087,46.161734,-106.701953
3007080,59323,MT,30087,46.161734,-106.701953
3007110,59912,MT,30029,48.314696,-114.054319
3007140,59912,MT,30029,48.314696,-114.054319
3007190,59019,MT,30095,45.663496,-109.391751
3007200,59019,MT,30095,45.663496,-109.391751
3007320,59425,MT,30073,48.230312,-112.219928
3007330,59425,MT,30073,48.230312,-112.219928
3007350,59020,MT,30067,45.421905,-110.532798
3007410,59828,MT,30081,46.079298,-114.119065
3007500,59718,MT,30031,45.535559,-111.173443
3007710,59901,MT,30029,48.314696,-114.054319
3007830,59218,MT,30085,48.282747,-104.99517
3007860,59218,MT,30085,48.282747,-104.99517
3007930,59301,MT,30017,46.261481,-105.550508
3007950,59345,MT,,,
3007980,59338,MT,30017,46.261481,-105.550508
3008010,59301,MT,30017,46.261481,-105.550508
3008040,59301,MT,30017,46.261481,-105.550508
3008130,59024,MT,30111,45.936987,-108.276656
3008190,59427,MT,30035,48.705671,-112.990502
3008280,59829,MT,30081,46.079298,-114.119065
3008310,59501,MT,30041,48.628331,-110.106372
3008340,59330,MT,30021,47.272425,-104.901027
3008400,59339,MT,30021,47.272425,-104.901027
3008470,59330,MT,30021,47.272425,-104.901027
3008670,59722,MT,30077,46.844225,-112.9311
3008700,59912,MT,30029,48.314696,-114.054319
3008730,59457,MT,30027,47.222997,-109.22328
3008850,59430,MT,30027,47.222997,-109.22328
3008860,59430,MT,30027,47.222997,-109.22328
3008880,59808,MT,30063,47.027263,-113.892681
3008910,59725,MT,30001,45.133863,-112.892869
3009000,59727,MT,30093,45.895959,-112.660222
3009030,59831,MT,30089,47.756469,-115.180225
3009120,59524,MT,30071,48.250155,-107.928833
3009180,59832,MT,30039,46.395358,-113.425683
3009210,59832,MT,30039,46.395358,-113.425683
3009330,59432,MT,30073,48.230312,-112.219928
3009510,59434,MT,30035,48.705671,-112.990502
3009560,59635,MT,30049,47.122133,-112.382954
3009670,59324,MT,30011,45.516825,-104.515324
3009720,59106,MT,30111,45.936987,-108.276656
3009780,59728,MT,30077,46.844225,-112.9311
3009840,59101,MT,30111,45.936987,-108.276656
3009930,59729,MT,30057,45.319288,-111.917328
3010080,59917,MT,30053,48.542232,-115.404343
3010140,59436,MT,30099,47.819035,-112.281725
3010170,59436,MT,30099,47.819035,-112.281725
3010210,59221,MT,30083,47.785513,-104.563387
3010230,59901,MT,30029,48.314696,-114.054319
3010290,59221,MT,30083,47.785513,-104.563387
3010530,59457,MT,30027,47.222997,-109.22328
3010800,59028,MT,30095,45.663496,-109.391751
3010820,59762,MT,30001,45.133863,-112.892869
3010920,59901,MT,30029,48.314696,-114.054319
3010950,59937,MT,30029,48.314696,-114.054319
3011100,59833,MT,30081,46.079298,-114.119065
3011160,59327,MT,30087,46.161734,-106.701953
3011190,59327,MT,30087,46.161734,-106.701953
3011240,59442,MT,30015,47.886837,-110.436189
3011260,59442,MT,30015,47.886837,-110.436189
3011340,59918,MT,30053,48.542232,-115.404343
3011420,59225,MT,30105,48.365713,-106.687883
3011460,59225,MT,30105,48.365713,-106.687883
3011520,59834,MT,30063,47.027263,-113.892681
3011550,59226,MT,30085,48.282747,-104.99517
3011580,59226,MT,30085,48.282747,-104.99517
3011650,59029,MT,30009,45.224475,-109.028551
3011670,59201,MT,30085,48.282747,-104.99517
3011730,59444,MT,30051,48.559654,-111.036924
3011790,59730,MT,30031,45.535559,-111.173443
3011820,59030,MT,30067,45.421905,-110.532798
3011850,59030,MT,30067,45.421905,-110.532798
3011880,59337,MT,30033,47.281174,-106.982212
3011990,59058,MT,30033,47.281174,-106.982212
3012060,59077,MT,30033,47.281174,-106.982212
3012210,59446,MT,30015,47.886837,-110.436189
3012270,59447,MT,30045,47.032558,-110.30532
3012300,59447,MT,30045,47.032558,-110.30532
3012350,59525,MT,30041,48.628331,-110.106372
3012420,59230,MT,30105,48.365713,-106.687883
3012510,59330,MT,30021,47.272425,-104.901027
3012570,59733,MT,30077,46.844225,-112.9311
3012600,59436,MT,30099,47.819035,-112.281725
3012840,59858,MT,30039,46.395358,-113.425683
3012900,59725,MT,30001,45.133863,-112.892869
3012960,59032,MT,30027,47.222997,-109.22328
3012990,59032,MT,30027,47.222997,-109.22328
3013040,59405,MT,30013,47.316443,-111.350571
3013050,59405,MT,30013,47.316443,-111.350571
3013110,59436,MT,30099,47.819035,-112.281725
3013140,59033,MT,30097,45.81306,-109.941312
3013200,59837,MT,30039,46.395358,-113.425683
3013260,59840,MT,30081,46.079298,-114.119065
3013280,59332,MT,30011,45.516825,-104.515324
3013310,59034,MT,30003,45.407869,-107.518163
3013340,59034,MT,30003,45.407869,-107.518163
3013360,59066,MT,30003,45.407869,-107.518163
3013395,59526,MT,30005,48.428282,-108.967648
3013400,59526,MT,30005,48.428282,-108.967648
3013440,59036,MT,30107,46.497047,-109.857147
3013470,59036,MT,30107,46.497047,-109.857147
3013530,59735,MT,30057,45.319288,-111.917328
3013560,59501,MT,30041,48.628331,-110.106372
3013590,59501,MT,30041,48.628331,-110.106372
3013660,59527,MT,30005,48.428282,-108.967648
3013800,59901,MT,30029,48.314696,-114.054319
3013830,59601,MT,30049,47.122133,-112.382954
3013860,59808,MT,30063,47.027263,-113.892681
3013890,59843,MT,30077,46.844225,-112.9311
3014070,59450,MT,30015,47.886837,-110.436189
3014150,59501,MT,30041,48.628331,-110.106372
3014340,59241,MT,30105,48.365713,-106.687883
3014370,59241,MT,30105,48.365713,-106.687883
3014430,59452,MT,30045,47.032558,-110.30532
3014640,59845,MT,30089,47.756469,-115.180225
3014700,59088,MT,30111,45.936987,-108.276656
3014760,59038,MT,30103,46.209636,-107.280493
3014820,59105,MT,30111,45.936987,-108.276656
3015060,59736,MT,30001,45.133863,-112.892869
3015120,59632,MT,30043,46.126557,-112.056771
3015200,59041,MT,30009,45.224475,-109.028551
3015260,59041,MT,30009,45.224475,-109.028551
3015340,59337,MT,30033,47.281174,-106.982212
3015360,59453,MT,30107,46.497047,-109.857147
3015390,59453,MT,30107,46.497047,-109.857147
3015420,59901,MT,30029,48.314696,-114.054319
3015450,59901,MT,30029,48.314696,-114.054319
3015510,59337,MT,30033,47.281174,-106.982212
3015570,59920,MT,30029,48.314696,-114.054319
3015610,59457,MT,30027,47.222997,-109.22328
3015640,59301,MT,30017,46.261481,-105.550508
3015690,59416,MT,30073,48.230312,-112.219928
3015900,59914,MT,30047,47.642901,-114.083687
3015930,59911,MT,30029,48.314696,-114.054319
3015990,59243,MT,30083,47.785513,-104.563387
3016020,59243,MT,30083,47.785513,-104.563387
3016050,59043,MT,30087,46.161734,-106.701953
3016110,59715,MT,30031,45.535559,-111.173443
3016200,59044,MT,30111,45.936987,-108.276656
3016230,59044,MT,30111,45.936987,-108.276656
3016290,59046,MT,30037,46.380624,-109.174586
3016490,59457,MT,30027,47.222997,-109.22328
3016530,59923,MT,30053,48.542232,-115.404343
3016710,59739,MT,30001,45.133863,-112.892869
3016770,59917,MT,30053,48.542232,-115.404343
3016810,59639,MT,30049,47.122133,-112.382954
3016880,59047,MT,30067,45.421905,-110.532798
3016950,59101,MT,30111,45.936987,-108.276656
3017010,59050,MT,30003,45.407869,-107.518163
3017040,59050,MT,30003,45.407869,-107.518163
3017130,59847,MT,30063,47.027263,-113.892681
3017190,59870,MT,30081,46.079298,-114.119065
3017340,59225,MT,30105,48.365713,-106.687883
3017370,59068,MT,30009,45.224475,-109.028551
3017460,59710,MT,30057,45.319288,-111.917328
3017520,59715,MT,30031,45.535559,-111.173443
3017580,59538,MT,30071,48.250155,-107.928833
3017610,59741,MT,30031,45.535559,-111.173443
3017640,59741,MT,30031,45.535559,-111.173443
3017700,59925,MT,30029,48.314696,-114.054319
3018060,59052,MT,30097,45.81306,-109.941312
3018170,59247,MT,30091,48.705523,-104.533913
3018210,59743,MT,30093,45.895959,-112.660222
3018240,59054,MT,30065,46.505665,-108.436982
3018270,59054,MT,30065,46.505665,-108.436982
3018290,59055,MT,30097,45.81306,-109.941312
3018410,59301,MT,30017,46.261481,-105.550508
3018540,59801,MT,30063,47.027263,-113.892681
3018570,59801,MT,30063,47.027263,-113.892681
3018660,59057,MT,30111,45.936987,-108.276656
3018750,59718,MT,30031,45.535559,-111.173443
3018780,59634,MT,30043,46.126557,-112.056771
3018870,59464,MT,30027,47.222997,-109.22328
3018900,59464,MT,30027,47.222997,-109.22328
3018960,59101,MT,30111,45.936987,-108.276656
3019170,59248,MT,30105,48.365713,-106.687883
3019310,59526,MT,30005,48.428282,-108.967648
3019500,59853,MT,30089,47.756469,-115.180225
3019530,59061,MT,30095,45.663496,-109.391751
3019740,59250,MT,30105,48.365713,-106.687883
3019950,59854,MT,30077,46.844225,-112.9311
3020040,59063,MT,30095,45.663496,-109.391751
3020070,59063,MT,30095,45.663496,-109.391751
3020100,59047,MT,30067,45.421905,-110.532798
3020170,59714,MT,30031,45.535559,-111.173443
3020240,59467,MT,30099,47.819035,-112.281725
3020670,59047,MT,30067,45.421905,-110.532798
3020690,59318,MT,30033,47.281174,-106.982212
3020790,59105,MT,30111,45.936987,-108.276656
3020820,59859,MT,30089,47.756469,-115.180225
3020850,59859,MT,30089,47.756469,-115.180225
3020880,59925,MT,30029,48.314696,-114.054319
3020960,59254,MT,30091,48.705523,-104.533913
3021000,59344,MT,30025,46.318184,-104.405718
3021030,59746,MT,30001,45.133863,-112.892869
3021060,59860,MT,30047,47.642901,-114.083687
3021090,59860,MT,30047,47.642901,-114.083687
3021150,59425,MT,30073,48.230312,-112.219928
3021240,59255,MT,30085,48.282747,-104.99517
3021270,59255,MT,30085,48.282747,-104.99517
3021330,59823,MT,30063,47.027263,-113.892681
3021450,59722,MT,30077,46.844225,-112.9311
3021480,59731,MT,30077,46.844225,-112.9311
3021510,59468,MT,30099,47.819035,-112.281725
3021540,59468,MT,30099,47.819035,-112.281725
3021720,59066,MT,30003,45.407869,-107.518163
3021850,59748,MT,30093,45.895959,-112.660222
3021870,59067,MT,30095,45.663496,-109.391751
3021900,59067,MT,30095,45.663496,-109.391751
3021960,59270,MT,30083,47.785513,-104.563387
3022080,59068,MT,30009,45.224475,-109.028551
3022110,59068,MT,30009,45.224475,-109.028551
3022230,59069,MT,30095,45.663496,-109.391751
3022260,59069,MT,30095,45.663496,-109.391751
3022290,59732,MT,30001,45.133863,-112.892869
3022370,59259,MT,30021,47.272425,-104.901027
3022410,59259,MT,30021,47.272425,-104.901027
3022710,59070,MT,30009,45.224475,-109.028551
3022750,59521,MT,30041,48.628331,-110.106372
3022790,59864,MT,30047,47.642901,-114.083687
3022800,59864,MT,30047,47.642901,-114.083687
3022920,59347,MT,30087,46.161734,-106.701953
3023040,59072,MT,30065,46.505665,-108.436982
3023070,59072,MT,30065,46.505665,-108.436982
3023160,59471,MT,30027,47.222997,-109.22328
3023340,59074,MT,30037,46.380624,-109.174586
3023370,59261,MT,30071,48.250155,-107.928833
3023400,59261,MT,30071,48.250155,-107.928833
3023520,59262,MT,30083,47.785513,-104.563387
3023550,59262,MT,30083,47.785513,-104.563387
3023670,59263,MT,30019,48.794429,-105.541739
3023730,59868,MT,30063,47.027263,-113.892681
3023850,59078,MT,30107,46.497047,-109.857147
3023900,59474,MT,30101,48.645052,-111.733493
3023910,59474,MT,30101,48.645052,-111.733493
3023940,59079,MT,30111,45.936987,-108.276656
3023970,59079,MT,30111,45.936987,-108.276656
3024150,59749,MT,30057,45.319288,-111.917328
3024180,59749,MT,30057,45.319288,-111.917328
3024200,59270,MT,30083,47.785513,-104.563387
3024230,59270,MT,30083,47.785513,-104.563387
3024300,59477,MT,30013,47.316443,-111.350571
3024330,59477,MT,30013,47.316443,-111.350571
3024690,59457,MT,30027,47.222997,-109.22328
3024780,59082,MT,30067,45.421905,-110.532798
3024810,59714,MT,30031,45.535559,-111.173443
3024930,59866,MT,30061,47.155213,-115.06455
3024990,59479,MT,30045,47.032558,-110.30532
3025020,59870,MT,30081,46.079298,-114.119065
3025050,59870,MT,30081,46.079298,-114.119065
3025130,59472,MT,30013,47.316443,-111.350571
3025140,59472,MT,30013,47.316443,-111.350571
3025320,59482,MT,30101,48.645052,-111.733493
3025380,59823,MT,30063,47.027263,-113.892681
3025470,59872,MT,30061,47.155213,-115.06455
3025500,59911,MT,30029,48.314696,-114.054319
3025530,59826,MT,30063,47.027263,-113.892681
3025560,59011,MT,30097,45.81306,-109.941312
3025890,59804,MT,30063,47.027263,-113.892681
3025950,59349,MT,30079,46.852434,-105.375808
3026070,59873,MT,30089,47.756469,-115.180225
3026100,59873,MT,30089,47.756469,-115.180225
3026160,59752,MT,30031,45.535559,-111.173443
3026190,59752,MT,30031,45.535559,-111.173443
3026400,59301,MT,30017,46.261481,-105.550508
3026460,59934,MT,30053,48.542232,-115.404343
3026490,59633,MT,30049,47.122133,-112.382954
3026520,59874,MT,30089,47.756469,-115.180225
3026550,59935,MT,30053,48.542232,-115.404343
3026580,59935,MT,30053,48.542232,-115.404343
3026640,59542,MT,30005,48.428282,-108.967648
3026670,59542,MT,30005,48.428282,-108.967648
3026730,59754,MT,30057,45.319288,-111.917328
3026880,59485,MT,30013,47.316443,-111.350571
3027060,59486,MT,30073,48.230312,-112.219928
3027090,59486,MT,30073,48.230312,-112.219928
3027150,59860,MT,30047,47.642901,-114.083687
3027270,59875,MT,30081,46.079298,-114.119065
3027340,59215,MT,30055,47.629628,-105.757222
3027570,59901,MT,30029,48.314696,-114.054319
3027630,59758,MT,30031,45.535559,-111.173443
3027730,59275,MT,30091,48.705523,-104.533913
3027740,59937,MT,30029,48.314696,-114.054319
3027790,59937,MT,30029,48.314696,-114.054319
3027810,59759,MT,30043,46.126557,-112.056771
3027840,59759,MT,30043,46.126557,-112.056771
3027930,59544,MT,30071,48.250155,-107.928833
3028020,59353,MT,30109,46.962866,-104.274466
3028140,59760,MT,30031,45.535559,-111.173443
3028170,59760,MT,30031,45.535559,-111.173443
3028380,59489,MT,30027,47.222997,-109.22328
3028470,59087,MT,30069,47.141917,-108.226575
3028500,59761,MT,30001,45.133863,-112.892869
3028550,59648,MT,30049,47.122133,-112.382954
3028590,59201,MT,30085,48.282747,-104.99517
3028620,59201,MT,30085,48.282747,-104.99517
3028650,59847,MT,30063,47.027263,-113.892681
3028770,59645,MT,30059,46.585706,-110.921781
3028800,59089,MT,30003,45.407869,-107.518163
3028830,59935,MT,30053,48.542232,-115.404343
3028860,59106,MT,30111,45.936987,-108.276656
3028910,59547,MT,30005,48.428282,-108.967648
3028911,59521,MT,30041,48.628331,-110.106372
3200001,89701,NV,32510,39.153447,-119.743442
3200021,89503,NV,32031,40.703311,-119.710315
3200022,89110,NV,32003,36.214236,-115.013819
3200023,89803,NV,,,
3200030,89406,NV,32001,39.525701,-118.270419
3200060,89146,NV,32003,36.214236,-115.013819
3200090,89423,NV,32005,38.905129,-119.609019
3200120,89803,NV,,,
3200150,89013,NV,32009,37.778966,-117.632382
3200180,89316,NV,32011,39.977788,-116.272208
3200210,89445,NV,32013,41.407914,-118.127591
3200240,89820,NV,32015,39.90021,-117.04724
3200270,89042,NV,32017,37.634605,-114.863037
3200300,89447,NV,32019,39.022214,-119.197417
3200330,89415,NV,32021,38.516647,-118.416279
3200360,89049,NV,32023,37.966379,-116.459047
3200390,89702,NV,32510,39.153447,-119.743442
3200420,89419,NV,32027,40.439639,-118.409477
3200450,89440,NV,32029,39.438385,-119.524646
3200480,89520,NV,,,
3200510,89301,NV,32033,39.417804,-114.900945
3500001,88353,NM,35019,34.869782,-104.784968
3500010,87124,NM,35043,35.685073,-106.882618
3500011,87110,NM,35001,35.054002,-106.669064
3500012,87107,NM,35001,35.054002,-106.669064
3500013,88310,NM,35035,32.588776,-105.781079
3500014,87505,NM,35049,35.513722,-105.966441
3500015,87107,NM,35001,35.054002,-106.669064
3500016,87106,NM,35001,35.054002,-106.669064
3500030,88310,NM,35035,32.588776,-105.781079
3500060,87110,NM,35001,35.054002,-106.669064
3500090,88020,NM,35023,31.899658,-108.745729
3500106,87114,NM,35001,35.054002,-106.669064
3500107,87120,NM,35001,35.054002,-106.669064
3500108,87109,NM,35001,35.054002,-106.669064
3500109,87108,NM,35001,35.054002,-106.669064
3500110,87105,NM,35001,35.054002,-106.669064
3500111,87123,NM,35001,35.054002,-106.669064
3500112,87031,NM,35061,34.71684,-106.806582
3500113,87106,NM,35001,35.054002,-106.669064
3500115,87106,NM,35001,35.054002,-106.669064
3500116,88005,NM,35013,32.350912,-106.832182
3500117,87108,NM,35001,35.054002,-106.669064
3500118,87571,NM,35055,36.576529,-105.637986
3500119,87501,NM,35049,35.513722,-105.966441
3500120,88210,NM,35015,32.457858,-104.306471
3500121,87105,NM,35001,35.054002,-106.669064
3500122,87112,NM,35001,35.054002,-106.669064
3500123,87102,NM,35001,35.054002,-106.669064
3500124,87106,NM,35001,35.054002,-106.669064
3500125,87508,NM,35049,35.513722,-105.966441
3500126,87124,NM,35043,35.685073,-106.882618
3500127,87571,NM,35055,36.576529,-105.637986
3500128,87104,NM,35001,35.054002,-106.669064
3500129,87106,NM,35001,35.054002,-106.669064
3500130,87106,NM,35001,35.054002,-106.669064
3500131,87102,NM,35001,35.054002,-106.669064
3500133,87112,NM,35001,35.054002,-106.669064
3500134,87120,NM,35001,35.054002,-106.669064
3500135,87107,NM,35001,35.054002,-106.669064
3500136,87112,NM,35001,35.054002,-106.669064
3500137,87112,NM,35001,35.054002,-106.669064
3500138,88062,NM,,,
3500141,88005,NM,35013,32.350912,-106.832182
3500142,87109,NM,35001,35.054002,-106.669064
3500143,87558,NM,35055,36.576529,-105.637986
3500145,87106,NM,35001,35.054002,-106.669064
3500147,87301,NM,35031,35.573732,-108.255307
3500148,87106,NM,35001,35.054002,-106.669064
3500149,87102,NM,35001,35.054002,-106.669064
3500150,87410,NM,35045,36.511624,-108.324578
3500151,87121,NM,35001,35.054002,-106.669064
3500152,87035,NM,35057,34.634644,-105.846836
3500153,87532,NM,35039,36.509669,-106.693983
3500154,87108,NM,35001,35.054002,-106.669064
3500155,87532,NM,35039,36.509669,-106.693983
3500156,88001,NM,35013,32.350912,-106.832182
3500157,87109,NM,35001,35.054002,-106.669064
3500158,87024,NM,35043,35.685073,-106.882618
3500160,87507,NM,35049,35.513722,-105.966441
3500161,88021,NM,35013,32.350912,-106.832182
3500162,87106,NM,35001,35.054002,-106.669064
3500163,87571,NM,35055,36.576529,-105.637986
3500164,87420,NM,35045,36.511624,-108.324578
3500166,88001,NM,35013,32.350912,-106.832182
3500167,87109,NM,35001,35.054002,-106.669064
3500168,88001,NM,35013,32.350912,-106.832182
3500169,87123,NM,35001,35.054002,-106.669064
3500170,87507,NM,35049,35.513722,-105.966441
3500171,87508,NM,35049,35.513722,-105.966441
3500172,87144,NM,35043,35.685073,-106.882618
3500173,87507,NM,35049,35.513722,-105.966441
3500174,87328,NM,35031,35.573732,-108.255307
3500175,87532,NM,35039,36.509669,-106.693983
3500176,87556,NM,35055,36.576529,-105.637986
3500177,87301,NM,35031,35.573732,-108.255307
3500178,87102,NM,35001,35.054002,-106.669064
